id,modern,unicode,traditional_or_variants,traditional_unicode,pinyin,radical,stroke_count,entering_tone,rhyme_group,dictionary_basis,dictionary_source_work,dictionary_source_note,dictionary_gloss,dictionary_annotation,original_meaning,modern_meanings,review_notes
011,官,U+5B98,官,,guan1,宀,8,no,桓韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,官员|官职|官方的|器官、感官|旧指任官,官：现代主要用于表示官员；官职；官方的；器官、感官；旧指任官。常见用法如：官员、法官、官方、器官、五官。,官署或管理公共事务的人，传统解释多关联“吏事君”。,官员|官职|官方的|器官、感官|旧指任官,“𠂤”的构件解释需后续依字源专书复核。
012,民,U+6C11,民,,min2,氏,5,no,真韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,人民|某一民族的人|民间的|非军人、非官方的,民：现代主要用于表示人民；某一民族的人；民间的；非军人、非官方的。常见用法如：人民、民众、民族、民间、居民。,古义有“众庶、百姓”等核心方向，具体字源解释存在争议。,人民|某一民族的人|民间的|非军人、非官方的,“民”的字源解释争议较多，第一版不宜采用单一猎奇解释；需列为重点复核字。
013,星,U+661F,星,,xing1,日,9,no,青韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,天体|细碎或零散的点|明星或杰出人物,星：现代主要用于表示天体；细碎或零散的点；明星或杰出人物。常见用法如：星星、星辰、星空、明星、零星。,夜空中发光的天体。,天体|细碎或零散的点|明星或杰出人物,早期构形需结合甲金文字形图像进一步复核。
014,云,U+4E91,云|雲,U+96F2,yun2,二,4,no,文韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,云彩|像云一样的事物|云计算等新义,云：现代主要用于表示云彩；像云一样的事物；云计算等新义。常见用法如：云彩、白云、风云、云端、云计算。,云气、云彩。,云彩|像云一样的事物|云计算等新义,“云/雲”的古今分工是简繁转换的重要样板。
015,雨,U+96E8,雨,,yu3|yu4,雨,8,no,麌韵、遇韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,雨水|下雨|像雨一样落下的事物,雨：现代主要用于表示雨水；下雨；像雨一样落下的事物。常见用法如：下雨、雨水、风雨、雨季、暴雨。,从云层降落的水。,雨水|下雨|像雨一样落下的事物,现代常读 yu3，动词古读和文言读音需另作音义分流。
016,雷,U+96F7,雷,,lei2,雨,13,no,灰韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,雷声|军事爆炸物|比喻突然或强烈的震动,雷：现代主要用于表示雷声；军事爆炸物；比喻突然或强烈的震动。常见用法如：雷声、打雷、雷雨、地雷、雷霆。,雷声，雷雨时的巨大声响。,雷声|军事爆炸物|比喻突然或强烈的震动,早期形体与“畾”等构件关系需后续用字源图谱复核。
017,风,U+98CE,風,U+98A8,feng1,风,4,no,东韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,空气流动|风俗|风格|消息或传闻|景象,风：现代主要用于表示空气流动；风俗；风格；消息或传闻；景象。常见用法如：大风、风雨、风俗、风格、风景。,空气流动的自然现象。,空气流动|风俗|风格|消息或传闻|景象,简体“风”与繁体“風”的字形关系需在形体链中明确展示。
018,山,U+5C71,山,,shan1,山,3,no,山韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,山岳|形状像山的东西|姓氏或地名构件,山：现代主要用于表示山岳；形状像山的东西；姓氏或地名构件。常见用法如：高山、山水、山地、山河、山峰。,地面高耸的大型土石隆起。,山岳|形状像山的东西|姓氏或地名构件,说文训释偏义理化，字形本身以象山峰为主。
019,水,U+6C34,水,,shui3,水,4,no,旨韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,水|河流湖海等水体|液体|某些费用或品质状态,水：现代主要用于表示水；河流湖海等水体；液体；某些费用或品质状态。常见用法如：水流、河水、水分、水平、水果。,水流、液态水。,水|河流湖海等水体|液体|某些费用或品质状态,五行义和自然水体义应分层处理。
020,川,U+5DDD,川,,chuan1,巛,3,no,仙韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,河流|山间或平原中的水道|四川简称,川：现代主要用于表示河流；山间或平原中的水道；四川简称。常见用法如：山川、河川、川流、四川、川菜。,河流。,河流|山间或平原中的水道|四川简称,“川”与“水”的部件分工后续应并入自然水系字段。
021,石,U+77F3,石,,shi2|dan4,石,5,yes,昔韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,石头|石制品|矿物相关|容量单位,石：现代主要用于表示石头；石制品；矿物相关；容量单位。常见用法如：石头、石山、石器、宝石、一石粮。,石头、岩石。,石头|石制品|矿物相关|容量单位,现代多音 shi2/dan4 需在后续字音字段中分义标注。
022,土,U+571F,土,,tu3,土,3,no,姥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,泥土|土地|本地的|不时髦或不洋气|五行之一,土：现代主要用于表示泥土；土地；本地的；不时髦或不洋气；五行之一。常见用法如：土地、土壤、乡土、土气、水土。,泥土、土地。,泥土|土地|本地的|不时髦或不洋气|五行之一,“土”与“地”语义相近，但“土”更偏材料和本土属性。
023,金,U+91D1,金,,jin1,金,8,no,侵韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,金属|黄金|钱财|金色|五行之一,金：现代主要用于表示金属；黄金；钱财；金色；五行之一。常见用法如：金属、黄金、金钱、现金、金色。,金属。,金属|黄金|钱财|金色|五行之一,上古“金”常泛指金属，不宜直接等同现代黄金。
024,木,U+6728,木,,mu4,木,4,yes,屋韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,树木|木材|木制的|感觉迟钝或呆板|五行之一,木：现代主要用于表示树木；木材；木制的；感觉迟钝或呆板；五行之一。常见用法如：树木、木头、木材、木工、麻木。,树木。,树木|木材|木制的|感觉迟钝或呆板|五行之一,木作为部件极高频，应后续建立植物/材料双重标签。
025,火,U+706B,火,,huo3,火,4,no,果韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,火焰|燃烧|怒气|兴旺流行|火器或火灾,火：现代主要用于表示火焰；燃烧；怒气；兴旺流行；火器或火灾。常见用法如：火焰、大火、火气、火热、火车。,火焰、燃烧现象。,火焰|燃烧|怒气|兴旺流行|火器或火灾,五行义、自然义和现代交通词“火车”等需分义处理。
026,气,U+6C14,气|氣,U+6C23,qi4,气,4,no,未韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,气体|呼吸|气候|精神状态|怒气,气：现代主要用于表示气体；呼吸；气候；精神状态；怒气。常见用法如：空气、气体、天气、生气、气质。,云气、气体。,气体|呼吸|气候|精神状态|怒气,“气/氣”涉及哲学义，第一版先保留自然和生理主线。
027,草,U+8349,草,,cao3,艹,9,no,皓韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,草本植物|草地|草率|草稿|草书,草：现代主要用于表示草本植物；草地；草率；草稿；草书。常见用法如：青草、草地、草原、草稿、草书。,草本植物。,草本植物|草地|草率|草稿|草书,草书义属书体发展引申，需与植物义分层。
028,花,U+82B1,花|華,,hua1,艹,7,no,麻韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,花朵|有花纹的|耗费|模糊迷乱|样式或种类,花：现代主要用于表示花朵；有花纹的；耗费；模糊迷乱；样式或种类。常见用法如：花朵、开花、花纹、花钱、眼花。,植物的花朵。,花朵|有花纹的|耗费|模糊迷乱|样式或种类,“花/華”关系复杂，第一版先按现代常用字处理。
029,生,U+751F,生,,sheng1,生,5,no,庚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,生长|出生|生命|产生|未熟或不熟悉,生：现代主要用于表示生长；出生；生命；产生；未熟或不熟悉。常见用法如：生命、出生、学生、生活、生长。,草木生长、萌发。,生长|出生|生命|产生|未熟或不熟悉,“生”是生命和过程类核心字，后续应进入高频动词/状态字组。
030,鸟,U+9E1F,鳥,U+9CE5,niao3,鸟,5,no,筱韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,鸟类|飞禽|鸟部字义部件,鸟：现代主要用于表示鸟类；飞禽；鸟部字义部件。常见用法如：小鸟、鸟类、飞鸟、鸟鸣、候鸟。,鸟类。,鸟类|飞禽|鸟部字义部件,简体鸟部与繁体鳥部的形体映射需后续统一。
031,兽,U+517D,獸,U+7378,shou4,丷,11,no,宥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,兽类|野兽|比喻野蛮残暴,兽：现代主要用于表示兽类；野兽；比喻野蛮残暴。常见用法如：野兽、禽兽、猛兽、兽医、兽性。,野兽，四足兽类。,兽类|野兽|比喻野蛮残暴,“兽”简化后形体远离繁体，需重点展示繁简对应。
032,鱼,U+9C7C,魚,U+9B5A,yu2,鱼,8,no,鱼韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,鱼类|鱼肉|形状像鱼的东西,鱼：现代主要用于表示鱼类；鱼肉；形状像鱼的东西。常见用法如：鱼类、鱼肉、金鱼、钓鱼、鱼塘。,鱼类。,鱼类|鱼肉|形状像鱼的东西,古书中“虫”可泛指动物，“水虫”不等同现代昆虫。
033,虫,U+866B,虫|蟲,U+87F2,chong2|hui3,虫,6,no,东韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,昆虫|小动物|虫部构字部件,虫：现代主要用于表示昆虫；小动物；虫部构字部件。常见用法如：昆虫、虫子、害虫、毛虫、虫牙。,虫蛇类动物，古义较宽。,昆虫|小动物|虫部构字部件,虫/蟲/虺关系复杂，是简化归并与古今义变化的重要样板。
034,牛,U+725B,牛,,niu2,牛,4,no,尤韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,牛类|牛肉或牛皮相关|比喻厉害或固执,牛：现代主要用于表示牛类；牛肉或牛皮相关；比喻厉害或固执。常见用法如：黄牛、牛肉、牛奶、水牛、很牛。,牛。,牛类|牛肉或牛皮相关|比喻厉害或固执,“牛”作为农耕文明核心动物字，应与田、犁、牧等字联动。
035,羊,U+7F8A,羊,,yang2,羊,6,no,阳韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,羊类|羊肉或羊毛相关|姓氏或部件,羊：现代主要用于表示羊类；羊肉或羊毛相关；姓氏或部件。常见用法如：山羊、绵羊、羊肉、羊毛、牧羊。,羊。,羊类|羊肉或羊毛相关|姓氏或部件,说文“祥也”带有文化解释色彩，字形层面仍以羊头象形为主。
036,马,U+9A6C,馬,U+99AC,ma3,马,3,no,马韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,马类|马匹|象棋棋子|姓氏或马部部件,马：现代主要用于表示马类；马匹；象棋棋子；姓氏或马部部件。常见用法如：马匹、马上、骑马、马车、马力。,马。,马类|马匹|象棋棋子|姓氏或马部部件,马部繁简差异大，后续需建立马部简化映射。
037,犬,U+72AC,犬,,quan3,犬,4,no,铣韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,狗|犬科动物|犬旁部件,犬：现代主要用于表示狗；犬科动物；犬旁部件。常见用法如：犬类、警犬、猎犬、犬牙、犬子。,狗。,狗|犬科动物|犬旁部件,犬与犭旁的关系应在后续部件库中单独说明。
038,女,U+5973,女,,nv3,女,3,no,语韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,女性|女儿|女方或女性身份|女部字义部件,女：现代主要用于表示女性；女儿；女方或女性身份；女部字义部件。常见用法如：女人、女子、女儿、女性、女工。,女性。,女性|女儿|女方或女性身份|女部字义部件,古文字姿态解释需避免现代性别刻板化叙述，后续应补字形图。
039,男,U+7537,男,,nan2,田,7,no,覃韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,男性|男子|儿子|男性身份,男：现代主要用于表示男性；男子；儿子；男性身份。常见用法如：男人、男子、男孩、男性、男女。,田间出力劳作的人，传统上指男子。,男性|男子|儿子|男性身份,“田+力”的解释反映古代生产分工，应与现代性别概念区分。
040,子,U+5B50,子,,zi3|zi,子,3,no,止韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,孩子或儿子|人或事物的称名后缀|种子或小而硬的东西|地支第一位,子：现代主要用于表示孩子或儿子；人或事物的称名后缀；种子或小而硬的东西；地支第一位。常见用法如：孩子、儿子、子女、孔子、种子。,婴儿、小孩。,孩子或儿子|人或事物的称名后缀|种子或小而硬的东西|地支第一位,说文以地支义解释较重，现代数据中应把婴儿象形与地支义分开。
041,老,U+8001,老,,lao3,老,6,no,皓韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,年纪大|时间久|经验丰富或熟练|经常|排行或尊称前缀,老：现代主要用于表示年纪大；时间久；经验丰富或熟练；经常；排行或尊称前缀。常见用法如：老人、老师、老家、老练、老是。,年老的人。,年纪大|时间久|经验丰富或熟练|经常|排行或尊称前缀,“老”“考”古义关系密切，后续应和“孝、考”并读。
042,幼,U+5E7C,幼,,you4,幺,5,no,宥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,年纪小|幼小|初级或未成熟,幼：现代主要用于表示年纪小；幼小；初级或未成熟。常见用法如：幼儿、幼小、幼年、幼稚、幼苗。,弱小、年幼。,年纪小|幼小|初级或未成熟,“幺”的细小义是理解幼字的关键，后续可并入年龄状态字组。
043,首,U+9996,首,,shou3,首,9,no,有韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,头|最先或第一|首领|开端|诗歌等量词,首：现代主要用于表示头；最先或第一；首领；开端；诗歌等量词。常见用法如：首都、首先、首领、首饰、一首诗。,头。,头|最先或第一|首领|开端|诗歌等量词,“首”与“页”的头部义系统需后续建立关联。
044,目,U+76EE,目,,mu4,目,5,yes,屋韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,眼睛|看|条目或目录|目标|名称类别,目：现代主要用于表示眼睛；看；条目或目录；目标；名称类别。常见用法如：目光、目的、目录、项目、耳目。,眼睛。,眼睛|看|条目或目录|目标|名称类别,目是视觉和认知隐喻的核心字，后续应关联见、视、看。
045,耳,U+8033,耳,,er3,耳,6,no,止韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,耳朵|听闻|器物两侧的把手状部分|文言语气词,耳：现代主要用于表示耳朵；听闻；器物两侧的把手状部分；文言语气词。常见用法如：耳朵、耳目、耳机、木耳、悦耳。,耳朵。,耳朵|听闻|器物两侧的把手状部分|文言语气词,“耳”作语气词的文言功能需和实体器官义分层。
046,口,U+53E3,口,,kou3,口,3,no,厚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,嘴|出入口|人口|口头表达|器物开口,口：现代主要用于表示嘴；出入口；人口；口头表达；器物开口。常见用法如：口语、入口、人口、口才、开口。,嘴，口腔开口。,嘴|出入口|人口|口头表达|器物开口,口既是身体器官，也是言语系统和空间开口的核心部件。
047,鼻,U+9F3B,鼻,,bi2,鼻,14,no,至韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,鼻子|像鼻子的部分|嗅觉相关|鼻祖等起始义,鼻：现代主要用于表示鼻子；像鼻子的部分；嗅觉相关；鼻祖等起始义。常见用法如：鼻子、鼻孔、鼻音、鼻祖、鼻梁。,鼻子。,鼻子|像鼻子的部分|嗅觉相关|鼻祖等起始义,“自”与“鼻”的关系是重要字源知识点，后续需单列。
048,手,U+624B,手,,shou3,手,4,no,有韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,手|亲自|技能或本领|从事某种工作的人|手段,手：现代主要用于表示手；亲自；技能或本领；从事某种工作的人；手段。常见用法如：手掌、双手、手机、高手、动手。,手。,手|亲自|技能或本领|从事某种工作的人|手段,手、扌、又、寸、爪等动作部件需后续建立部件谱系。
049,才,U+624D,才|纔,,cai2,扌,3,no,咍韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,才能|有才能的人|刚刚|只有或仅仅|表示条件才成立,才：现代主要用于表示才能；有才能的人；刚刚；只有或仅仅；表示条件才成立。常见用法如：才能、人才、刚才、才华、才干。,初生、初始之义存在传统解释，具体字源需复核。,才能|有才能的人|刚刚|只有或仅仅|表示条件才成立,才不完全属于身体字，更适合归入能力/抽象功能字；暂按原路线保留。
050,足,U+8DB3,足,,zu2,足,7,yes,烛韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,脚|足够|值得|满足|足部构字部件,足：现代主要用于表示脚；足够；值得；满足；足部构字部件。常见用法如：手足、足球、足够、满足、不足。,脚。,脚|足够|值得|满足|足部构字部件,足与止、走、辵等行动部件关系密切。
051,心,U+5FC3,心,,xin1,心,4,no,侵韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,心脏|思想感情|中心|心意|要点,心：现代主要用于表示心脏；思想感情；中心；心意；要点。常见用法如：心脏、心情、中心、用心、心理。,心脏。,心脏|思想感情|中心|心意|要点,心、忄、恭下心等形态需后续统一到心理语义部件。
052,身,U+8EAB,身,,shen1,身,7,no,真韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,身体|自己|亲自|身份|人的一生或生命,身：现代主要用于表示身体；自己；亲自；身份；人的一生或生命。常见用法如：身体、身上、身份、自身、亲身。,身体。,身体|自己|亲自|身份|人的一生或生命,“身”是否源于孕身形象存在解释差异，需用字源专书复核。
053,骨,U+9AA8,骨,,gu3|gu1,骨,9,yes,没韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,骨头|骨架|人的气概或品质|核心结构,骨：现代主要用于表示骨头；骨架；人的气概或品质；核心结构。常见用法如：骨头、骨骼、骨气、骨干、筋骨。,骨头、骨骼。,骨头|骨架|人的气概或品质|核心结构,口语轻声或 gu1 读法需在现代音义字段中细分。
054,血,U+8840,血,,xue4|xie3,血,6,yes,屑韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,血液|血统或血缘|牺牲伤亡|刚强热烈的气质,血：现代主要用于表示血液；血统或血缘；牺牲伤亡；刚强热烈的气质。常见用法如：血液、流血、血缘、热血、血统。,血液。,血液|血统或血缘|牺牲伤亡|刚强热烈的气质,现代 xue4/xie3 读音分布和口语用法需后续分义标注。
055,王,U+738B,王,,wang2|wang4,王,4,no,阳韵、漾韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,君主|一类中居首者|称王或统治|姓氏,王：现代主要用于表示君主；一类中居首者；称王或统治；姓氏。常见用法如：王国、君王、王者、王后、称王。,最高统治者或王权象征。,君主|一类中居首者|称王或统治|姓氏,王字早期构形有权杖、斧钺、贯通天地人等不同解释，需专书复核。
056,臣,U+81E3,臣,,chen2,臣,6,no,真韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,臣子|君主时代的官吏|自谦称谓|使臣服,臣：现代主要用于表示臣子；君主时代的官吏；自谦称谓；使臣服。常见用法如：大臣、臣子、君臣、臣服、功臣。,服属者、奴仆或臣属。,臣子|君主时代的官吏|自谦称谓|使臣服,“臣”的男性奴隶、战俘、官吏义层次需在后续来源中细分。
057,君,U+541B,君,,jun1,口,7,no,文韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,君主|尊称|对男子或朋友的称呼|姓氏,君：现代主要用于表示君主；尊称；对男子或朋友的称呼；姓氏。常见用法如：君主、国君、君子、诸君、君臣。,发号施令、治理众人的尊者。,君主|尊称|对男子或朋友的称呼|姓氏,君与尹、口的构件关系较清楚，但具体早期用例仍需补文献。
058,主,U+4E3B,主,,zhu3,丶,5,no,麌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,主人|主要|主持或掌管|主张|牌位或神主,主：现代主要用于表示主人；主要；主持或掌管；主张；牌位或神主。常见用法如：主人、主要、主席、主动、主张。,灯中主火或中心所在，传统解释需复核。,主人|主要|主持或掌管|主张|牌位或神主,主的字形解释传统色彩较强，需结合甲骨金文材料复核。
059,奴,U+5974,奴,,nu2,女,5,no,模韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,奴隶|奴仆|受压迫役使者|贬称,奴：现代主要用于表示奴隶；奴仆；受压迫役使者；贬称。常见用法如：奴隶、奴仆、奴才、家奴、奴役。,受役使的人。,奴隶|奴仆|受压迫役使者|贬称,奴字涉及古代身份制度，释义应避免现代化美化或弱化。
060,父,U+7236,父,,fu4|fu3,父,4,no,麌韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,父亲|男性长辈|某些尊称中的父,父：现代主要用于表示父亲；男性长辈；某些尊称中的父。常见用法如：父亲、父母、父子、祖父、父老。,父亲或父辈家长。,父亲|男性长辈|某些尊称中的父,父字手持工具/斧杖解释需结合字形图进一步校验。
