id,modern,unicode,traditional_or_variants,traditional_unicode,pinyin,radical,stroke_count,entering_tone,rhyme_group,dictionary_basis,dictionary_source_work,dictionary_source_note,dictionary_gloss,dictionary_annotation,original_meaning,modern_meanings,review_notes
023,金,U+91D1,金,,jin1,金,8,no,侵韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,金属|黄金|钱财|金色|五行之一,金：现代主要用于表示金属；黄金；钱财；金色；五行之一。常见用法如：金属、黄金、金钱、现金、金色。,金属。,金属|黄金|钱财|金色|五行之一,上古“金”常泛指金属，不宜直接等同现代黄金。
024,木,U+6728,木,,mu4,木,4,yes,屋韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,树木|木材|木制的|感觉迟钝或呆板|五行之一,木：现代主要用于表示树木；木材；木制的；感觉迟钝或呆板；五行之一。常见用法如：树木、木头、木材、木工、麻木。,树木。,树木|木材|木制的|感觉迟钝或呆板|五行之一,木作为部件极高频，应后续建立植物/材料双重标签。
025,火,U+706B,火,,huo3,火,4,no,果韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,火焰|燃烧|怒气|兴旺流行|火器或火灾,火：现代主要用于表示火焰；燃烧；怒气；兴旺流行；火器或火灾。常见用法如：火焰、大火、火气、火热、火车。,火焰、燃烧现象。,火焰|燃烧|怒气|兴旺流行|火器或火灾,五行义、自然义和现代交通词“火车”等需分义处理。
026,气,U+6C14,气|氣,U+6C23,qi4,气,4,no,未韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,气体|呼吸|气候|精神状态|怒气,气：现代主要用于表示气体；呼吸；气候；精神状态；怒气。常见用法如：空气、气体、天气、生气、气质。,云气、气体。,气体|呼吸|气候|精神状态|怒气,“气/氣”涉及哲学义，第一版先保留自然和生理主线。
027,草,U+8349,草,,cao3,艹,9,no,皓韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,草本植物|草地|草率|草稿|草书,草：现代主要用于表示草本植物；草地；草率；草稿；草书。常见用法如：青草、草地、草原、草稿、草书。,草本植物。,草本植物|草地|草率|草稿|草书,草书义属书体发展引申，需与植物义分层。
028,花,U+82B1,花|華,,hua1,艹,7,no,麻韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,花朵|有花纹的|耗费|模糊迷乱|样式或种类,花：现代主要用于表示花朵；有花纹的；耗费；模糊迷乱；样式或种类。常见用法如：花朵、开花、花纹、花钱、眼花。,植物的花朵。,花朵|有花纹的|耗费|模糊迷乱|样式或种类,“花/華”关系复杂，第一版先按现代常用字处理。
029,生,U+751F,生,,sheng1,生,5,no,庚韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,生长|出生|生命|产生|未熟或不熟悉,生：现代主要用于表示生长；出生；生命；产生；未熟或不熟悉。常见用法如：生命、出生、学生、生活、生长。,草木生长、萌发。,生长|出生|生命|产生|未熟或不熟悉,“生”是生命和过程类核心字，后续应进入高频动词/状态字组。
030,鸟,U+9E1F,鳥,U+9CE5,niao3,鸟,5,no,筱韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,鸟类|飞禽|鸟部字义部件,鸟：现代主要用于表示鸟类；飞禽；鸟部字义部件。常见用法如：小鸟、鸟类、飞鸟、鸟鸣、候鸟。,鸟类。,鸟类|飞禽|鸟部字义部件,简体鸟部与繁体鳥部的形体映射需后续统一。
031,兽,U+517D,獸,U+7378,shou4,丷,11,no,宥韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,兽类|野兽|比喻野蛮残暴,兽：现代主要用于表示兽类；野兽；比喻野蛮残暴。常见用法如：野兽、禽兽、猛兽、兽医、兽性。,野兽，四足兽类。,兽类|野兽|比喻野蛮残暴,“兽”简化后形体远离繁体，需重点展示繁简对应。
032,鱼,U+9C7C,魚,U+9B5A,yu2,鱼,8,no,鱼韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,鱼类|鱼肉|形状像鱼的东西,鱼：现代主要用于表示鱼类；鱼肉；形状像鱼的东西。常见用法如：鱼类、鱼肉、金鱼、钓鱼、鱼塘。,鱼类。,鱼类|鱼肉|形状像鱼的东西,古书中“虫”可泛指动物，“水虫”不等同现代昆虫。
033,虫,U+866B,虫|蟲,U+87F2,chong2|hui3,虫,6,no,东韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,昆虫|小动物|虫部构字部件,虫：现代主要用于表示昆虫；小动物；虫部构字部件。常见用法如：昆虫、虫子、害虫、毛虫、虫牙。,虫蛇类动物，古义较宽。,昆虫|小动物|虫部构字部件,虫/蟲/虺关系复杂，是简化归并与古今义变化的重要样板。
034,牛,U+725B,牛,,niu2,牛,4,no,尤韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,牛类|牛肉或牛皮相关|比喻厉害或固执,牛：现代主要用于表示牛类；牛肉或牛皮相关；比喻厉害或固执。常见用法如：黄牛、牛肉、牛奶、水牛、很牛。,牛。,牛类|牛肉或牛皮相关|比喻厉害或固执,“牛”作为农耕文明核心动物字，应与田、犁、牧等字联动。
035,羊,U+7F8A,羊,,yang2,羊,6,no,阳韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,羊类|羊肉或羊毛相关|姓氏或部件,羊：现代主要用于表示羊类；羊肉或羊毛相关；姓氏或部件。常见用法如：山羊、绵羊、羊肉、羊毛、牧羊。,羊。,羊类|羊肉或羊毛相关|姓氏或部件,说文“祥也”带有文化解释色彩，字形层面仍以羊头象形为主。
036,马,U+9A6C,馬,U+99AC,ma3,马,3,no,马韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,马类|马匹|象棋棋子|姓氏或马部部件,马：现代主要用于表示马类；马匹；象棋棋子；姓氏或马部部件。常见用法如：马匹、马上、骑马、马车、马力。,马。,马类|马匹|象棋棋子|姓氏或马部部件,马部繁简差异大，后续需建立马部简化映射。
037,犬,U+72AC,犬,,quan3,犬,4,no,铣韵,新华字典式现代规范义,《新华字典》,现代义项含义参考《新华字典》释义体系整理；当前为项目改写摘要，非逐字原文。,狗|犬科动物|犬旁部件,犬：现代主要用于表示狗；犬科动物；犬旁部件。常见用法如：犬类、警犬、猎犬、犬牙、犬子。,狗。,狗|犬科动物|犬旁部件,犬与犭旁的关系应在后续部件库中单独说明。
